"Country Name","Country Code","Year","average_value_Current account balance (BoP, current US$)","average_value_Debt service (PPG and IMF only, % of exports of goods, services and primary income)","average_value_Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","average_value_Debt service on external debt, total (TDS, current US$)","average_value_Exports of goods, services and primary income (BoP, current US$)","average_value_External debt stocks (% of GNI)","average_value_External debt stocks, long-term (DOD, current US$)","average_value_External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","average_value_External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","average_value_External debt stocks, short-term (DOD, current US$)","average_value_Foreign direct investment, net inflows (BoP, current US$)","average_value_GNI (current US$)","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_IBRD loans and IDA credits (DOD, current US$)","average_value_IFC, private nonguaranteed (NFL, current US$)","average_value_IMF repurchases and charges (TDS, current US$)","average_value_Imports of goods, services and primary income (BoP, current US$)","average_value_Multilateral debt service (% of public and publicly guaranteed debt service)","average_value_Multilateral debt service (TDS, current US$)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received per capita (current US$)","average_value_Net financial flows, IDA (NFL, current US$)","average_value_Net financial flows, IMF concessional (NFL, current US$)","average_value_Net financial flows, IMF nonconcessional (NFL, current US$)","average_value_Net financial flows, RDB concessional (NFL, current US$)","average_value_Net financial flows, bilateral (NFL, current US$)","average_value_Net financial flows, multilateral (NFL, current US$)","average_value_Net financial flows, others (NFL, current US$)","average_value_Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","average_value_Net official development assistance received (current US$)","average_value_PNG, commercial banks and other creditors (NFL, current US$)","average_value_PPG, IDA (DOD, current US$)","average_value_PPG, official creditors (NFL, current US$)","average_value_Personal remittances, received (current US$)","average_value_Portfolio equity, net inflows (BoP, current US$)","average_value_Present value of external debt (% of GNI)","average_value_Present value of external debt (% of exports of goods, services and primary income)","average_value_Present value of external debt (current US$)","average_value_Public and publicly guaranteed debt service (% of GNI)","average_value_Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","average_value_Short-term debt (% of exports of goods, services and primary income)","average_value_Short-term debt (% of total external debt)","average_value_Short-term debt (% of total reserves)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Total debt service (% of GNI)","average_value_Total debt service (% of exports of goods, services and primary income)","average_value_Total reserves (% of total external debt)","average_value_Total reserves (includes gold, current US$)","average_value_Total reserves in months of imports","average_value_Use of IMF credit (DOD, current US$)"
"Benin","BEN","1993","-58751760.311602","5.20302654188796","29888568.2","31485910","577854249.982172","56.8575705586017","1194513979.3","","1194513979.3","33104115.8","-21635980.3291014","2234725312.9474","134240000","417889000","0","177341.8","769245358.566125","79.7380183638238","23832552","12.8767508068406","52.1138111130896","27966000","","21853542.5","23578822.1","7180067.6","53624000","2551237.5","","287760009.765625","","417889000","60804146.6","108893981.9","0","","","","1.33746049354852","5.17233683077041","5.72880026425718","2.6053","","55420000","1.40893871016626","5.44876324799401","","","","42992426.5"
"Bulgaria","BGR","1988","-402000000","21.9061732186523","2311320336.3","2338820336.3","10551000000","40.4062318038023","8314895641.4","","8314895641.4","629000000","0","22134941176.4706","","","0","","11056000000","1.31126287966283","30307485.6","","","","","","","350952653.1","27148000","27148480.6","","","","","378101133.7","","0","","","","10.4419538225696","21.9061732186523","5.96152023504881","7.0327","","","10.566191785439","22.1668120206615","","","",""
"Bahamas, The","BHS","1975","","","","","","","","","","","17580000","819788700","0","","","","","","","0.0805085537561135","3.49400474457261","","","","","","","","","660000.026226044","","","","","","","","","","","","","","660000","","","","53283293.0695293","",""
"Bolivia","BOL","1991","-262600000","29.7357390274976","226625460.7","336466925.9","941900000","81.6058409586232","3769113833.9","142000000","3627113833.9","144946549.6","52000000","5096273725.07401","559650000","615185427.2","0","53455465.2","1387000000","71.5369086506175","162120848.8","9.37567374389128","68.1470435753421","46157000","31031814.5","-44093231.8","23336000","48940436.7","118651000","21600745.8","-34500000","477809997.558594","-34500000","443236427.2","167591553.7","3400000.095","0","","","","4.44688556631068","24.0604587217327","15.3887408005096","3.4852","34.3182926180518","153040000","6.60221456011203","35.7221494744665","10.155661519772","422359443.149443","3.6541552399375","244796647.4"
"Barbados","BRB","1966","","","","","","","","","","","","","1000000","","","","","","","","6.77724887684832","","","","","","","","","1600000.02384186","","","","","","","","","","","","","","600000","","","","12110000","",""
"Brunei Darussalam","BRN","2004","2882181878.80046","","","","5849355900.53256","","","","","","113205866.961457","7872333215.00414","200000","","","","2613392361.93131","","","","","","","","","","","","","","","","","","","","","","","","","","","570000","","","","488889689.086051","2.24485092804706",""
"Brunei Darussalam","BRN","1964","","","","","","","","","","","","","20000","","","","","","","","0.715607400382576","","","","","","","","","70000.0002980232","","","","","","","","","","","","","","50000","","","","","",""
"Central African Republic","CAF","1961","","","","","","","","","","","","122726888.311633","0","","","","","","","0.342223283475172","0.27521906906949","","","","","","","","","419999.986886978","","","","","","","","","","","","","","420000","","","","","",""
"Central African Republic","CAF","2016","","","5827128.1","25252855.6","","39.7990531638211","462090612.6","","462090612.6","88665086.4","7256090.4839","1847781766.26556","428830000","59850000","0","19417727.5","","25.1100503522481","1463194.8","27.425317156896","111.678142736199","3072000","","15465791.1","418407.6","2211115.6","5647000","2156250.2","","506760009.765625","","59850000","7857773.4","0","","","","0","0.315358025843974","","","12.0567","36.9749087820622","25740000","1.36665790630876","","32.607845301251","239797985.500412","","184643967.2"
"Central African Republic","CAF","2019","","","24348695.2","38025686.9","","36.9807065391249","453619605.7","","453619605.7","132264031.7","25601157.4181","2386023467.98619","691580000","106956000","0","13306991.7","","61.0165545955005","14856734.9","31.5944074188922","158.866499153338","8996000","","18982946.7","0","6926856.3","-1162000","-10158446.4","","753849975.585938","","106956000","5764409.9","0","","20.6147387595969","","491872515.732977","1.02047173997624","","","14.9896","37.7567776609382","24330000","1.59368453035769","","39.7005852760881","350305401.8215","","296484719.1"
"Central Europe and the Baltics","CEB","1987","","","","","","","","","","","12000000","","","","0","","","","","","","0","","","","","","","","","","","","","0","","","","7.11547591350639","","","","","","7.15974146250716","","","","2.17875066599018",""
"Switzerland","CHE","2017","50798774165.3287","","","","624290135054.947","","","","","","142756382245.921","691908736575.747","","","","","560193882709.963","","","","","","","","","","","","","","","","","2591809297.96896","-39333328832.8469","","","","","","","","","","","","","811030675725.884","17.3732138266663",""
"Cameroon","CMR","2003","-597885392.057052","9.77539205690514","303676255.6","436590633","3243794531.7601","81.3516193641994","10664090565.9","614886000","10049204565.9","360577834.1","334888535.860208","14054765321.0723","802160000","1089550000","33210600","13417377.4","3963699779.06471","35.3267156129937","107278847.2","6.30120798807916","52.7127492701233","29224000","","10928824.4","9537715.5","-15856402.3","29632000","5278247.4","-47814000","885619995.117188","-47814000","944256000","13775477.2","75414618.5995415","93119.9166659863","","","","2.16066400727942","9.36175989652538","11.1159270591762","3.1607","55.2918810173809","137780000","3.10635306265427","13.4592567046194","5.71639891918845","652135227.569221","1.974322770903","383479225.6"
"Congo, Dem. Rep.","COD","1989","","","191529450.5","609006380.6","","","7969841403.2","","7969841403.2","645386559.4","-6110000","","214490000","991858236.5","0","391280930.1","","33.81207225883","64760076.2","","21.8172738316559","135493000","","-135732030.3","26367875.5","104956201.7","223985000","695292.4","","730109985.351563","","961690236.5","328940752.6","","0","","","","","","","6.9819","229.103418133757","148960000","","","3.04750971185438","281700973.585302","","628416856.3"
"Algeria","DZA","1983","-85198797.2112426","33.7088847522609","4587105713.8","4723105713.8","13608002007.5192","34.8174199346678","14410488197.1","","14410488197.1","1957000000","417641.162800209","47009480391.7474","17690000","323309000","0","","13931256267.5266","1.18599416482452","54402806.1","0.19842805749385","4.42046020930827","","","","","280917957.7","71542000","29349785.4","","93279998.7792969","","","352460074.2","392000000","0","","","","9.75783113443065","33.7088847522609","14.3812442040988","11.9566","48.8001657731962","51510000","10.0471344810464","34.708296715346","24.5012077028656","4010232278.91348","3.45430350449692",""
"Early-demographic dividend","EAR","1980","","","","","377833215775.486","","","","","","397730711.333446","1257012158249.54","","","0","","357092485017.703","","","1.36557310514452","10.7965584439454","1156002000","","","","","","","","17165419961.4525","","","","15066289064.9605","121824395.703652","","","","2.80192955095081","","","","","","4.35291049577184","","30.9993475835056","","6.80261498992409",""
"Estonia","EST","1980","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ethiopia","ETH","2015","-7566576583.35526","17.285584559919","1006005959.5","1049393466.4","6026047096.00217","31.8985855751012","19572569126.8","","19572569126.8","549955174.6","2626517918.313","64326834729.9906","2205880000","4753164000","-23975213","35631506.9","20172207935.8868","10.0306440977898","100908877.4","5.03505248808408","32.1205468534775","684685000","","-35541962.9","358737163.7","1302309545.9","1057833000","14564530.2","","3238889892.57813","","4753164000","2360142336.1","1086986751.24654","","","","","1.56389780986842","16.6942930161865","9.12630063852063","2.6801","14.3393464931838","178520000","1.63134634372232","17.4142924819853","18.6910769454231","3835287576.46954","2.28152768719768","396826122.7"
"Fiji","FJI","2013","-406920504.890231","1.80866750174998","44464021.9","91127080.1","2465742324.49303","23.3534354610263","819239165.5","197829000","621410165.5","36839986.7","243782754.036692","4108194688.82372","46670000","","0","133058.2","3077236709.08477","24.0677166453087","10701474.8","2.22044007478189","105.383306901674","","","","","38019268.1","6739000","","-41725000","91220001.2207031","-41725000","","44758358.8","203570068.858917","","","","","1.0823250908961","1.80327122823518","1.49407285319542","3.8398","3.91154500318653","45800000","2.2181782267503","3.6957259967842","98.1678629471412","941826993.425575","3.67275090919747","103325448.4"
"United Kingdom","GBR","2011","-47997253873.2994","","","","1145695820142.57","","","","","","27012050072.3452","2670448566344.08","","","","","1160411365309.79","","","","","","","","","","","","","","","","","5099003470.8598","-13365205698.3699","","","","","","","","","","","","","109733899591.288","1.13477585144464",""
"Gambia, The","GMB","2015","-99173808.6990761","15.4316530241117","35662588.5","41180810.5","266088217.742076","39.7539313058298","434831408.2","","434831408.2","11470691.9","-1692732.88803125","1345126868.55094","51240000","55021000","-5546","5399222","489241953.111787","63.7772981621903","22744635.4","8.47057665007834","54.6249520300528","-211000","","5499958.9","-1008768.9","12656057.9","11045000","12264946.7","","113940002.441406","","55021000","23701235.7","135963871.288399","","","","","2.65124348742049","13.4025432627642","4.31086050984743","2.145","10.3302151530282","31630000","3.06148151990769","15.4763750343569","20.7652382020123","111040203.229818","2.72356536532213","88438711.2"
"Equatorial Guinea","GNQ","2020","","","","","","","","","","","","7454529309.38793","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grenada","GRD","2015","-121997267.17531","5.12065611424626","22269003.3","26962965.3","523467397.574804","68.0995200566199","537390185.9","","537390185.9","18988258.1","153325880.36738","880071756.842618","2990000","89788000","0","4535962","634006949.263649","65.3445774108803","14551586.1","2.73841311166851","219.884495693272","14493000","","1068931.2","","1014660.2","37805000","19748106.8","","24100000.3814697","","77697000","38819767","43354715.4222222","0","","","","2.53036222635904","4.25413376328136","3.62740032864923","3.1585","9.59131286837976","2650000","3.06372350781184","5.15083946486791","32.9318553075523","197973503.320903","3.7470914831612","44782655.1"
