"Country Name","Country Code","Year","average_value_Air transport, freight (million ton-km)","average_value_Air transport, passengers carried","average_value_Air transport, registered carrier departures worldwide","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Container port traffic (TEU: 20 foot equivalent units)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Fixed broadband subscriptions","average_value_Fixed broadband subscriptions (per 100 people)","average_value_Fixed telephone subscriptions","average_value_Fixed telephone subscriptions (per 100 people)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_ICT service exports (% of service exports, BoP)","average_value_ICT service exports (BoP, current US$)","average_value_Individuals using the Internet (% of population)","average_value_Industrial design applications, nonresident, by count","average_value_Industrial design applications, resident, by count","average_value_Investment in ICT with private participation (current US$)","average_value_Investment in energy with private participation (current US$)","average_value_Investment in transport with private participation (current US$)","average_value_Investment in water and sanitation with private participation (current US$)","average_value_Liner shipping connectivity index (maximum value in 2004 = 100)","average_value_Mobile cellular subscriptions","average_value_Mobile cellular subscriptions (per 100 people)","average_value_Public private partnerships investment in ICT (current US$)","average_value_Public private partnerships investment in energy (current US$)","average_value_Public private partnerships investment in transport (current US$)","average_value_Public private partnerships investment in water and sanitation (current US$)","average_value_Rail lines (total route-km)","average_value_Railways, goods transported (million ton-km)","average_value_Railways, passengers carried (million passenger-km)","average_value_Renewable internal freshwater resources per capita (cubic meters)","average_value_Renewable internal freshwater resources, total (billion cubic meters)","average_value_Secure Internet servers","average_value_Secure Internet servers (per 1 million people)","average_value_Trademark applications, nonresident, by count","average_value_Trademark applications, resident, by count"
"World","WLD","1992","61025.1997384947","1145436692","14918800","","","","","","","2134.30924533162","8.06813795935294","37.4090576237264","17.9145353672253","14.6074729826814","17.3039372429975","9.72376311461259","","","570936588","10.4085934949198","","","","","0.125363507571836","","","","","","","","23245154","0.426715276853641","","","","","","","","8018.88935522539","42637.1981","","","",""
"Kosovo","XKX","2011","","","","","","","","","","2946.95700725851","16.2213411480779","97.8279606964316","1.81003275297363","0","0","0.362006550594725","","","","","","","11.7296380762053","134852286.701871","","","","","","127000000","","","","","","","127000000","","","","","","","","","",""
"Yemen, Rep.","YEM","1992","9","800400","13900","91.61819143","7.1126388154","1.2691697515","143.6","3.0156","","134.242621885778","19.3413729128015","0","0","0","0","100","","","143382","1.106841782","","","","","0","","","","","","","","1550","0.011965273","","","","","","","","162.110124186391","2.1","","","",""
"Liberia","LBR","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153488.17220145","200","","","",""
"Mozambique","MOZ","2003","6.627","280516","7662","","","","","","","374.474350834823","12.7257724397176","0","99.6607683139268","0.0275052718437701","0","0.311726414229394","","","77576","0.40130153","0.1759282443","4.2321187487","","","0.419538844","1","3","","1200000000","70000000","","","435757","2.254175913","","1200000000","70000000","","3131","1362","167","","","","","",""
"Malawi","MWI","1971","0.5","66100","4400","","","","","","","","","","","","","","","","6000","0.127557","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Poland","POL","2008","78.921","4634676","90031","","","","","","859341","3725.74877788007","8.13715984745653","90.8874668735053","1.39098959343287","3.02436817271023","0","1.76200633443216","4462686","11.63467137","9453928","24.64734141","6.9529076862","8.1419936689","3.93761254104438","1487000000","53.13","","","","","","","9.5481650084","43926365","114.5204528","","","","","19627","52043","20195","","","","","13335","43779"
"Thailand","THA","1993","1060.3000488281","10196900","76200","","","","","","","1008.52324273674","8.15051965871276","21.2973331020234","5.83847209298658","44.0850379295661","0","28.7775797624868","","","2214519","3.796029375","","","1.25058510116485","138300509.271205","0.013580966","467","415","2400000000","171300000","","","","413557","0.708900904","2400000000","171300000","","","","","","","","","","",""
"Zimbabwe","ZWE","2007","7.692","254783","7272","82.07282913","11.9047619048","6.0224089636","29.1190864600326","3.57","","760.204048329297","16.0205020370614","28.1114469706926","70.7451701931923","0","0","0.31541595479038","15210","0.12410327","345000","2.814965696","0.1214680723","1.5011024074","","","3","","","","","","","","1225654","10.00050425","","","","","2583","1580","","1000.3329003453","12.26","","","",""
"Afghanistan","AFG","1990","9.3999996185","241400","5300","","","","","","","","","","","","","","","","36200","0.291646002","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Afghanistan","AFG","1994","12.3000001907","238400","7000","","","","","","","","","","","","","","","","29000","0.169831715","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Africa Western and Central","AFW","1969","","","","","","","","","","","","","","","","","","","74713","0.0852375115365332","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Africa Western and Central","AFW","1989","263.3000022994","3602400","91400","","","","","","","134.356276181691","20.445464256043","0.0377320486441969","50.7530356126852","22.4745802469798","0","13.3605754062861","","","592908.5","0.29737198020354","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Angola","AGO","1973","","","","","","","","","","113.585940461574","25","0","82.7235772357724","0","0","17.2764227642276","","","13000","0.220699","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Andorra","AND","1979","","","","","","","","","","","","","","","","","","","6329","18.17737952","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Antigua and Barbuda","ATG","1989","0.200000003","740000","58000","","","","","","","","","","","","","","","","13000","20.96503677","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Belgium","BEL","2008","981.682","5878585","179019","","","","","","10937134","8521.49673953426","5.09912302740988","8.65606642499073","0.490530371008459","29.4868573753036","54.5182632832035","0.485744708852279","2982500","27.67016385","4734517","43.92451338","2.5830769372","3.5615175749","7.11297928240743","6899937847.4399","66","","","","","","","78.0568223542","11341704","105.2227353","","","","","3513","8469","10406","","","","","",""
"Belize","BLZ","2012","0.0608348499918917","448015.914026667","59089","67.72277228","11.2871287129","20.9900990099","0.661861074705111","0.101","36978","","","","","","","","9973","2.950591716","25415","7.519230769","0.0264244656","3.7210218743","3.13737516970529","12755322.105","31","","","","","","","8.1894874704","172423","51.01272189","","","","","","","","45147.7954207236","15.26","331","979.287043529457","",""
"Bermuda","BMU","1978","","","","","","","","","","","","","","","","","","","20500","36.11698379","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Botswana","BWA","1999","0.200000003","144100","5900","","","","","","","1073.73964452945","12.7546501328609","97.6085031000886","0","0","0","2.39149689991143","","","123819","7.689360254","","","0.189344476364586","627109.02576937","1.122391474","","","","","","","","92000","5.713348867","","","","","888","1282","89","","","","","",""
"Botswana","BWA","1972","","","","","","","","","","","","","","","","","","","2300","0.366408","","","","","","","","","","","","","","","","","","","","","","3597.6830920887","2.4","","","",""
"Cote d'Ivoire","CIV","1993","14.3000001907","186200","4600","","","","","","","144.217315149795","16.6819012797075","0","50.2285191956124","0","0","49.7714808043876","","","90165","0.679380842","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Germany","DEU","1971","532.9000244141","7029200","153800","","","","","","","4064.45471612434","5.43561630440429","74.9893811745796","4.11154808723632","6.49352633621493","1.89947104498409","11.6602342558724","","","8587000","10.9279","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Djibouti","DJI","1972","","","","","","","","","","","","","","","","","","","1167","0.730933","","","","","","","","","","","","","","","","","","","","","","1673.76155592874","0.3","","","",""
"Denmark","DNK","2002","185.061","6322432","97713","24.73424165","65.9979038778","9.2678544692","10.89","0.6534","587300","6533.75201430227","5.32237126784942","46.4708427724184","0.0814518797566625","24.4101102145748","0","3.68315218774658","451297","8.399659693","3700867","68.88152009","8.4253728468","12.7379475757","","","64.25","","","","","","","","4477752","83.34111016","","","","","2273","1906","5754","1116.08575333277","6","","","",""
"Algeria","DZA","2007","16.572","2813018","44136","59.55755452","34.2236284713","6.2188170075","61.5715824915556","6.9268030303","200050","894.28458637955","17.8702010968921","0","0.607592214216582","97.2577696526508","0","2.13463813313259","287039","0.840106639","3068409","8.980629012","0.0020577925","4.6017297193","5.02157599859685","142573128.21314","9.451190626","","","","","161000000","230000000","9.5236961812","27562721","80.67065762","","","161000000","230000000","3572","1424.881","757.531","329.265311627227","11.25","","","",""
"Algeria","DZA","2010","15.906","3372283","53088","","","","","","1114117","1016.63678174421","19.8779901167621","0","0.380460926225565","97.5116980802029","0","2.10784099357152","900000","2.501566606","2922731","8.123784742","0.001798993","2.9632907843","4.4322411095715","154656835.689699","12.5","","","","","","","11.7675822918","32780165","91.11307345","","","","","3664","1281","1045","","","13","0.361337438830783","",""
"East Asia & Pacific (excluding high income)","EAP","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Euro area","EMU","2019","31151.4629956713","634255101.415","4854517.543","","","","","","98539688","","","","","","","","128541494","37.7939539130256","145695607","42.8376307556831","4.78784258390987","7.26683611114891","","","84.8261198477329","12026","121967","","","","","","415482052","122.160627194507","","","","","","9375","","","","","42217.4335208626","100540","728803"
"Eritrea","ERI","1995","","","","","","","","","","67.1437197711488","13.953488372093","0","0","0","0","100","","","17540","0.795745619","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Eritrea","ERI","1982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"European Union","EUU","1962","","","","","","","","","","1440.7544918391","8.95347280228013","44.3424959418842","30.6746990524255","1.9979340611953","0.104943828248492","8.00810529944735","","","16721151","5.37823158619021","","","","","","","","","","","","","","","","","","","","","","3654.58235118567","1232.5105","","","",""
"Faroe Islands","FRO","1994","","","","","","","","","","","","","","","","","","","22637","49.36540475","","","","","0","","","","","","","","1960","4.274249826","","","","","","","","","","","","",""
"Gabon","GAB","2017","","","","28.97196262","60.8914450036","10.1365923796","0.0848170731707317","0.1391","192544.4","","","","","","","","14967","0.724856319","21235","1.028417448","","","","","50.32012015","","","","","","","13.3041583301","2663243","128.9816609","","","","","810","3276","174","79426.1172445724","164","58","28.0897243913732","",""
"Gibraltar","GIB","1964","","","","","","","","","","","","","","","","","","","1960","8.36892","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grenada","GRD","1992","","","","","","","","","","","","","","","","","","","18508","19.04801112","","","","","0","","","","","","","","181","0.186281068","","","","","","","","2058.43908564136","0.2","","","",""
"Heavily indebted poor countries (HIPC)","HPC","2018","2251.87040227301","26411525.9143882","410069","","","","","","","","","","","","","","3162914","0.555985132871871","4718275","0.743888212573619","0.355894377710769","2.92824579324176","","","20.9970267242043","","","","","","","","468724195","73.2935370987355","","","","","","","","","","","15.164688098556","",""
"IDA blend","IDB","1967","","","","","","","","","","","","","","","","","","","226048","0.191734245217567","","","","","","","","","","","","","","","","","","","","","","12402.5768369578","1642.825","","","",""
"Iran, Islamic Rep.","IRN","1996","109.5999984741","7609600","63300","","","","","","","1278.57939746258","11.9229203121045","0.101246877304192","8.13496648948463","60.1120318707562","0","31.651754762455","","","5824968","9.350630838","","","","","0.01582608","","","23000000","","","","","59967","0.096263066","","","","","5372","13638","7044","","","","","",""
"Jordan","JOR","1964","","","","","","","","","","","","","","","","","","","11606","1.24381","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kyrgyz Republic","KGZ","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2771","420.38351841738","",""
"Kiribati","KIR","2008","","","","","","","","","","","","","","","","","685","0.693593625","4000","4.050181752","","1.3121663195","3.98690449044318","461227.263258994","7","","","","","","","","1000","1.012545438","","","","","","","","","","","","",""
"Kiribati","KIR","1983","1.5","60000","6700","","","","","","","","","","","","","","","","513","0.830998008","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Lao PDR","LAO","1991","0.8000000119","115400","3400","","","","","","","","","","","","","","","","7266","0.165919352","","","2.64550264550265","1000000","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Lebanon","LBN","2019","51.70094","3164358","26942","","","","","","1229100","","","","","","","","420000","6.126277456","882175","12.86773527","","","","","","","","","","","","38.5434679761","4237962","61.81650253","","","","","","","","","","1415","206.397325207356","",""
"Lebanon","LBN","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Lebanon","LBN","1965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"St. Lucia","LCA","2000","","","","","","","","","","","","","","","","","","","48900","31.2003522","0.5475753548","5.9053609966","4.17662052647821","13533333.3333333","5.090483341","","","","15300000","","","","2500","1.595110031","","","","","","","","","","","","",""
"St. Lucia","LCA","2002","","","","","","","","","","","","","","","","","","","51121","32.0725005","6.4240949521","9.5867121626","5.60605165435143","14008148.1481481","14.64183577","","","","4700000","","","","14313","8.979748043","","","","","","","","1882.15217827745","0.3","","","",""
"Liechtenstein","LIE","2013","","","","","","","","","","","","","","","","","15016","40.65630584","18300","49.5478421","","","","","93.8","","","","","","","","38427","104.0423458","","","","","","9","","","","429","11613.4271792095","7657","585"
"Low & middle income","LMY","2000","17171.98","308344969","4234302","","","","","","79843759","960.993897365605","13.6465569749563","39.808174745394","22.9866705662347","20.2544243098835","5.58548664012822","9.40878300573317","","","384800503","7.64459735497272","12.7627384160754","14.4543481029619","5.14878630759867","","1.43532567086459","37667","71264","","","","","","204533125","4.06333509033091","","","","","","1568","718","","","","","",""
"Morocco","MAR","1968","","","","","","","","","","","","","","","","","","","84000","0.590295","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Myanmar","MMR","2008","2.83","1637923","29514","","","","","","180000","94.1524876144716","29.009362730293","9.2721232256116","61.4768951978254","28.646934460888","0","0.604047115675023","9995","0.020018169","504445","1.01031167","","","","","0.22","","","","","","","4.7485695246","367388","0.735811404","","","","","","","","","","","","",""
"Malawi","MWI","1972","0.6000000238","74700","4400","","","","","","","","","","","","","","","","6000","0.127557","","","","","","","","","","","","","","","","","","","","","","3254.97987720619","16.14","","","",""
"Malaysia","MYS","1998","1375.5999755859","13654400","174000","","","","","","","2525.33987994473","8.0001976577556","5.72383917247286","7.99690336182899","70.1108530579302","0","16.168404407768","","","4384148","19.8246285","","","","","6.751770483","","","","","591900000","","","2200000","9.948154739","","","591900000","","1614","992","1397","","","","","",""
"Nepal","NPL","2011","6.48656488020303","901116.117937972","44126","","","","","","","115.823176617031","31.5578465063001","0","99.942726231386","0","0","0.0572737686139748","94656","0.350043378","845542","3.126863359","0.1535366095","5.2720710441","11.3920125847271","98366707.231744","9","","21","","107300000","","","","13354477","49.38563053","","107300000","","","","","","","","35","1.29432030063732","1379","2204"
"New Zealand","NZL","1985","305.3999938965","4158600","96200","","","","","","","7555.66505497213","11.5062761506276","2.86755157985861","71.0828163324196","20.1918915019478","0","0.342663396335305","","","1295022","39.62449468","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Other small states","OSS","1975","","","","","","","","","","","6.07846748940873","0","21.1424744668326","12.6889634912006","0","13.0803297400725","","","350445","3.92493962160353","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Paraguay","PRY","1987","15.1000003815","205000","7800","78","15","7","0.367521367521367","0.43","","384.66232840193","1.54855360791483","0","99.6021077535219","0","0","0.236584578986988","","","85636","2.200458716","","","","","","","","","","","","","0","0","","","","","","","","30063.789193738","117","","","",""
"French Polynesia","PYF","1984","","","","","","","","","","","","","","","","","","","20470","11.88395869","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Romania","ROU","1974","6.6999998093","674400","13600","","","","","","","2018.98016346521","8.66047042517631","25.0703191879662","17.2760996290408","46.8346174228527","0","10.8189637601402","","","440000","2.14123","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rwanda","RWA","1968","","","","","","","","","","","","","","","","","","","600","0.0185441","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senegal","SEN","1990","17.7000007629","148300","3500","","","","","","","103.636498436285","17.4603174603175","0","0","2.32804232804233","0","93.015873015873","","","44326","0.588947541","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
