"Country Name","Country Code","Year","average_value_Adolescents out of school (% of lower secondary school age)","average_value_Adolescents out of school, female (% of female lower secondary school age)","average_value_Adolescents out of school, male (% of male lower secondary school age)","average_value_Current education expenditure, primary (% of total expenditure in primary public institutions)","average_value_Current education expenditure, secondary (% of total expenditure in secondary public institutions)","average_value_Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","average_value_Current education expenditure, total (% of total expenditure in public institutions)","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Expenditure on primary education (% of government expenditure on education)","average_value_Expenditure on secondary education (% of government expenditure on education)","average_value_Expenditure on tertiary education (% of government expenditure on education)","average_value_Government expenditure on education, total (% of GDP)","average_value_Government expenditure on education, total (% of government expenditure)","average_value_Government expenditure per student, primary (% of GDP per capita)","average_value_Government expenditure per student, secondary (% of GDP per capita)","average_value_Government expenditure per student, tertiary (% of GDP per capita)","average_value_Population ages 0-14 (% of total population)","average_value_Population ages 15-64 (% of total population)","average_value_Progression to secondary school (%)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Pupil-teacher ratio, secondary","average_value_Pupil-teacher ratio, tertiary","average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary (% net)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, secondary, private (% of total secondary)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, teachers","average_value_Secondary education, teachers (% female)","average_value_Secondary education, teachers, female","average_value_Secondary education, vocational pupils","average_value_Secondary education, vocational pupils (% female)","average_value_Tertiary education, academic staff (% female)","average_value_Trained teachers in secondary education (% of total teachers)","average_value_Trained teachers in secondary education, female (% of female teachers)","average_value_Trained teachers in secondary education, male (% of male teachers)"
"Peru","PER","1991","","","","","","","","","","","","","","","","","","","","","","","","","38.6720709509449","57.2544337902507","","","","19.68194","16.61269","66.4858016967773","","64.5836410522461","","68.3157806396484","","","31.3666496276855","","","86918","47.4999389648438","41286","0","","","","",""
"Palau","PLW","1974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Papua New Guinea","PNG","2002","","","","","","","","","","","","","","","","","","","","","","","","","39.5680925245232","57.2927388011159","","","","","","","","","","","","","","","","","","","","","","","",""
"West Bank and Gaza","PSE","1994","","","","","","","","","","","","","","","","","","","","","","","","","48.5915749093018","49.2856654672162","","","","","","","","","","","","","","","","","","","","","","","",""
"Romania","ROU","1981","","","","","","","","","","","","","","","","","","","","","","","","","26.8738920418948","63.0300711050332","","","","","13.21059","","","","","","","","11.1165504455566","9.66248989105225","12.513970375061","","","","","","29.9067993164063","","",""
"Saudi Arabia","SAU","1989","","","","","","","","","","","","","","","","","","","","","","","","","42.0837227840121","55.1684549322664","","","","","11.02734","","","","","","","","8.75006008148193","","","","","","","","","","",""
"Sierra Leone","SLE","1961","","","","","","","","","","","","","","","","","","","","","","","","","38.5907277065657","57.6651222621679","","","","","","","","","","","","","","","","","","","","","","","",""
"San Marino","SMR","2011","","","","100","100","","100","","","","","","","","","","33.32141","35.76131","10.76105","2.70296001434326","10.64035987854","16.08418","11.39374","8.72047","","","98.91513","100","97.8998","","","95.5223922729492","","96.101692199707","","94.9961471557617","","","55.8488311767578","68.125","44.5213394165039","","","","507","29.38856","","","",""
"San Marino","SMR","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa","SSF","1977","","","","","","","","","","","","","","","","","","","","","","","","","45.0069242703593","51.9692077884146","59.0471","61.43542","57.30454","24.99017","","15.70783","","12.53927","","18.85302","","","1.77456998825073","1.33619999885559","2.21298003196716","312557.4","35.05218","109558.2","643738.3","30.23797","","","",""
"Sao Tome and Principe","STP","2004","26.2152309417725","29.6286602020264","22.8423805236816","","","","","","","","","","","","","","","","","3.23470997810364","5.85359001159668","","","","43.8989963379018","52.725758925958","78.60178","77.10037","80.22508","21.70468","","39.2564392089844","25.34772","39.9105491638184","26.06751","38.6110496520996","24.63753","0","","","","342","12.2806997299194","42","56","23.21429","","","",""
"Suriname","SUR","2017","","","","","","","","","","","","","","","","","","","","","","","","","27.4331458940992","65.7618984182185","66.37433","72.43534","59.9359","","","","","","","","","","","","","","","","","","","","",""
"Slovenia","SVN","1972","","","","","","","","","","","","","","","","","","","","","","","","","23.7751139545503","65.8368210957808","","","","","","","","","","","","","","","","","","","","","","","",""
"Sweden","SWE","1976","","","","","","","","","","","","","","","","","","","","","","","","","20.5430602916195","64.0451359310657","","","","9.36609","","78.1438522338867","","81.7470169067383","","74.724983215332","","","29.5156307220459","24.2962093353271","34.5341415405273","54200","44.8394813537598","24303","138630","50.13994","","","",""
"Eswatini","SWZ","1980","","","","","","","","","","","","","","","","","40.34066","43.86156","8.60361","5.29720020294189","","","","","50.0760387712679","47.2491656148253","82.64622","81.88808","83.50715","","10.2459","35.1723289489746","","","","","","","3.62578010559082","2.70496988296509","4.66302013397217","","","","467","59.52891","34.9726791381836","","",""
"Chad","TCD","2001","69.7315826416016","81.1742172241211","58.4137115478516","","","","","","","","","","","","","","","","","2.42614006996155","13.7868499755859","","","","49.0381999368291","48.1316369309192","77.19625","69.43051","80.37706","36.29178","14.43499","12.5021200180054","8.40238","5.85491991043091","4.24727","19.079610824585","12.51392","","0.822939991950989","0.247769996523857","1.39412999153137","4572","5.22746992111206","239","3429","32.40012","4.72812986373901","","",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","1966","","","","","","","","","","","","","","","","","","","","","","","","","42.0001287494446","54.4946331887666","","","","","","","","","","","","","","","","","","","","","","","",""
"Togo","TGO","1976","","","","","","","","","","","","","","","","","","","","","","","","","45.9644306192565","51.1500663644188","","","","39.41493","8.71481","17.7046909332275","","8.40839004516602","","27.0454692840576","","","1.13092994689941","0.309659987688065","1.95659005641937","1634","16.4014701843262","268","5242","29.9504","","","",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1968","","","","","","","","","","","","","","","","","","","","","","","","","43.0278190027302","53.1865801767685","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","2001","47.0312194824219","52.7550582885742","41.3655586242676","","","","","","","","","","","","","","","","","3.43271994590759","15.7411098480225","","","","44.3003262062654","52.6973949689922","65.02149","65.43672","64.64931","25.14492","","27.20553","21.53815","24.11607","19.70322","30.26807","23.35992","15.95645","4.9054799079895","4.01856994628906","5.79219007492065","1025714","31.47134","322806","1904294","35.34872","26.61002","","",""
"Tanzania","TZA","2002","","","","","","","","","","","","","","0.665120005607605","1.22086000442505","0.930390000343323","","","","","","","","","44.7255718641923","52.6844536324939","","","","","","","","","","","","","0.73785001039505","0.370330005884171","1.10264003276825","","","","","","","","",""
"Uganda","UGA","1998","","","","","","","","","","","","","","","","","","","","","","","","","49.5211293637998","48.0777612986176","","","","","","","","","","","","","","","","","","","38113","29.69066","","","",""
"Upper middle income","UMC","1977","","","","","","","","","","","","","","","","","","","","","","","","","37.3274132012339","57.7322883593095","","","","16.13166","","55.30419","","49.48012","","60.90764","","","7.74635982513428","7.46019983291626","8.02213954925537","7377293","","","9984726","44.67669","","","",""
"St. Vincent and the Grenadines","VCT","1966","","","","","","","","","","","","","","","","","","","","","","","","","50.3883640380654","45.2527530695143","","","","","","","","","","","","","","","","","","","","","","","",""
"British Virgin Islands","VGB","2012","4.64371013641357","7.11974000930786","2.21869993209839","","","","","","","","","","","","","","","","","","","","","","","","93.68116","","","","","96.6386566162109","80.17795","97.3134307861328","83.18408","95.9725036621094","77.21022","17.4936103820801","","","","","","","86","22.09302","","","",""
"Vanuatu","VUT","2001","17.2559509277344","21.3554306030273","13.4236898422241","92.0868911743164","35.8331413269043","","52.7731285095215","","","","","","","","","","27.85167","57.39532","10.46452","8.95114994049072","40.0775489807129","12.93053","88.90806","262.57856","41.1401603433059","55.5847985667401","","","","15.14404","25","35.7226905822754","34.33416","34.0505905151367","32.75548","37.2932891845703","35.81702","","3.77241992950439","","","722","46.8143997192383","338","2188","34.91773","","","",""
"Vanuatu","VUT","2020","","","","","","","","","","","","","","","","","","","","","","","","","38.4101971381595","57.9810838529033","","","","","","","","","","","","","","","","","","","","","","","",""
"World","WLD","2004","20.8876705169678","22.4540100097656","19.407600402832","","","","","","","","","","","","","","","","","3.99435985088348","14.2026696205139","","","","28.540621410498","64.2570556607428","89.58607","88.90205","90.15044","18.12423","","63.16881","57.81391","61.17136","56.57707","65.05834","58.98751","19.37797","23.6817493438721","24.1317005157471","23.2510395050049","27700000","52.27137","14500000","49300000","44.4825","39.37323","","",""
"South Africa","ZAF","1974","","","","","","","","","","","","","","","","","","","","","","","","","41.3164747924247","54.8678140835938","","","","","","","","","","","","","","","","","","","","","","","",""
"Zambia","ZMB","1970","","","","","","","","","","","","","","","","","38.62262","37.1029","14.18226","4.38781023025513","","","","","47.9329477129704","49.5094479222276","","","","","6.54338","12.6513004302979","","8.24857044219971","","17.0438594818115","","","0.395260006189346","0.119240000844002","0.665870010852814","","","","3710","27.68194","","","",""
"Zimbabwe","ZWE","1991","","","","","","","","","","","","","","","","","","","","","","","","","45.5120801011516","51.7883024942901","","","","28.17122","20.13578","45.012149810791","","39.7506904602051","","50.2364387512207","","","4.94635009765625","","","25225","31.7542095184326","8010","0","","","","",""
"Aruba","ABW","1980","","","","","","","","","","","","","","","","","","","","","","","","","26.5142438764643","66.6350505857295","","","","","","","","","","","","","","","","","","","","","","","",""
"Arab World","ARB","1983","","","","","","","","","","","","","","","","","","","","","","","","","43.8689012936264","52.5410566278964","83.23208","82.91957","83.50319","19.58099","","42.45932","35.3065","33.75779","29.37792","50.81153","40.93627","","10.8129396438599","7.93313980102539","13.5752096176147","577668.7","33.81027","195311.3","1296344","37.38876","30.73363","","",""
"Arab World","ARB","2013","21.9284000396729","24.3088092803955","19.6499691009521","","","","","","","","","","","","","","","","","","","","","","33.2398708956157","62.5559291029899","86.94968","85.73451","88.16397","14.36273","","69.19179","61.08331","67.11553","59.21884","71.18118","62.88557","8.63925","27.4303894042969","27.8999900817871","26.9845600128174","2187147","46.69656","1021322","3066779","38.50641","37.16371","","",""
"United Arab Emirates","ARE","1995","8.5277099609375","12.2518301010132","4.94335985183716","","","","","","","","","","","","","","","","","","","","","","27.3333913021875","71.6122794595647","","","","12.70891","","81.7537384033203","72.8265","83.9635620117188","75.44499","79.6335983276367","70.31429","","","","","12577","55.4822311401367","6978","1215","0","","","",""
"Armenia","ARM","1975","","","","","","","","","","","","","","","","","","","","","","","","","34.2705115401628","59.9321368319719","","","","","","","","","","","","","","","","","","","","","","","",""
"Armenia","ARM","2002","","","","","","","","","","","","","","","","","","","","2.13504004478455","","","","","23.8771012841886","65.2066033438608","98.20849","98.20416","98.21265","","6.24795","","","","","","","","36.146858215332","41.0853309631348","30.8890399932861","","","","","","54.7879981994629","","",""
"Antigua and Barbuda","ATG","1997","","","","","","","","","","","","","","","","","","","","","","","","","29.2033917215218","63.7398192569452","","","","","","","","","","","","","","","","","","","","","","","",""
"Azerbaijan","AZE","1967","","","","","","","","","","","","","","","","","","","","","","","","","44.7390184868787","50.1211841445721","","","","","","","","","","","","","","","","","","","","","","","",""
"Azerbaijan","AZE","2009","11.0311002731323","12.0893898010254","10.0656604766846","","","98.4779434204102","97.7174301147461","","","","","","","22.9491806030273","27.3628902435303","25.0577201843262","","","13.96427","3.22430992126465","9.3439302444458","","","22.3463","23.2584576107628","70.6757370925603","98.55379","98.73429","98.3953","","6.97771","","","","","","","","19.057710647583","18.931079864502","19.1840991973877","","","","","","51.9275398254395","","",""
"Belarus","BLR","2018","1.05734002590179","0.813059985637665","1.28882002830505","","","","","","","","","","","","","","","","","","","","","","16.8659430504801","68.2889087752101","","","","8.56276","13.86492","102.439529418945","95.63948","101.690742492676","96.18075","103.148918151855","95.12669","0.460920006036758","87.4290924072266","95.0921401977539","80.1762390136719","75835","80.0843887329102","60732","82592","37.40435","60.6196594238281","96.6137008666992","96.988410949707","95.10693359375"
"Barbados","BRB","2012","","","","","","","","","","","","","","","","","","29.93281","30.22184","5.26274013519287","16.1151790618896","","","","19.1941515891731","67.0871798125491","","","","","","","","","","","","","","","","","","","","","","","",""
"Bhutan","BTN","1963","","","","","","","","","","","","","","","","","","","","","","","","","41.9735326767087","55.648316377228","","","","","","","","","","","","","","","","","","","","","","","",""
"Botswana","BWA","1988","","","","","","","","","","","","","","","","","32.41047","53.16325","10.78263","6.15111017227173","16.0312805175781","","","","46.365744579261","50.4773483480506","61.73506","63.13952","60.07359","17.17606","","31.5707492828369","","31.2832698822021","","31.8732204437256","","","","","","2573","38.5930786132813","993","3837","50.24759","","","",""
"Central African Republic","CAF","1972","75.7185592651367","88.4645233154297","62.7993011474609","","","","","","","","","","","","","","","","","","","","","","41.1984375050193","54.1150948022842","39.27524","31.28882","41.84912","26.4728","","5.42628002166748","4.76289","1.8654899597168","1.64319","9.03606986999512","7.92553","","","","","533","","","1564","31.84143","","","",""
"Switzerland","CHE","2006","0.172460004687309","","","89.7076873779297","92.2594375610352","91.3125762939453","91.4737396240234","","","","","","","","","","29.23546","37.50446","26.59321","4.9615797996521","15.9700498580933","20.99529","23.84324","48.16911","16.0171323035072","68.0289296346265","99.76846","100","99.54291","","6.29894","96.0268936157227","85.22291","93.1368026733398","82.9207","98.7787704467773","87.41503","7.10492992401123","46.5377998352051","44.0052299499512","49.0349502563477","","","","181850","39.54633","31.390380859375","","",""
"Cameroon","CMR","1970","","","","","","","","","","","","","","","","","","","","","","","","","42.0934537180958","54.0467888245","","","","","","","","","","","","","","","","","","","","","","","",""
"Cayman Islands","CYM","2004","16.0045394897461","12.72935962677","19.2134799957275","","","","","","","","","","","24.9862194061279","26.877140045166","25.8849506378174","","","","","","","","","","","98.68193","100","97.48327","11.30126","","81.5765609741211","","83.7195129394531","","79.4733734130859","","28.0636806488037","","","","239","53.5564918518066","128","","","","99.5815887451172","100","99.0990982055664"
"Cayman Islands","CYM","2015","","","","","","","","0.915289998054504","0.710950016975403","0.814180016517639","32.5822410583496","27.0862407684326","29.8638706207275","42.306999206543","33.9350700378418","38.1661682128906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cyprus","CYP","1980","","","","","","","","","","","","","","","","","37.5691","52.2305","4.14235","3.42600989341736","","","","","24.9915013750994","65.6585522428345","88.6217","92.5366","84.87838","16.5022","7.42439","68.3651580810547","62.14607","68.6988220214844","62.85698","68.0519332885742","61.4787","","2.24622988700867","2.11863994598389","2.36105990409851","2957","42.8136596679688","1266","5840","11.26712","26.8292694091797","","",""
"Dominica","DMA","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","96.16173","92.52285","100","10.97481","","90.7241287231445","","90.0421676635742","","91.3896789550781","","","","","","516","72.8682174682617","376","","","","46.3178291320801","47.8723411560059","42.1428604125977"
"Dominica","DMA","2015","2.00299000740051","1.03093004226685","2.94811010360718","89.9672698974609","100","","","","","","","","","","","","45.82869","43.3707","8.86249","3.40858006477356","10.5221004486084","14.64306","18.77678","","","","","","","10.69423","","94.2542419433594","80.9661","93.7907409667969","81.9211","94.7068710327148","80.0335","31.1275005340576","","","","520","73.2692337036133","381","0","","","45.3846206665039","47.2440910339355","40.287769317627"
"Algeria","DZA","1987","","","","","","","","","","","","","","","","","","","","","","","","","44.7721664299122","51.869444312182","","","","20.91735","11.46387","52.1611709594727","","44.1449890136719","","59.8442611694336","","","9.04504013061523","","","94460","38.0976104736328","35987","98300","30.9176","","","",""
"East Asia & Pacific (excluding high income)","EAP","1999","23.0067100524902","23.147289276123","22.8731708526611","","","","","","","","","","","","","","","","","","","","","","27.5433826187948","66.3541297606517","85.48712","84.68391","86.18037","17.26358","","59.08921","62.34993","57.08376","59.7904","60.99697","64.78881","","10.3597803115845","9.56387042999268","11.120719909668","6686655","46.47568","3107669","15900000","47.2038","43.81182","","",""
"Egypt, Arab Rep.","EGY","1971","","","","","","","","","","","","","","","","","","","22.31814","4.52992010116577","","","","","41.838903644691","53.9459859293932","","","","24.97572","16.37221","31.8671092987061","26.38686","21.49342918396","17.80661","41.3271903991699","34.21145","","7.18289995193481","3.99654006958008","10.077449798584","57986","23.6039695739746","13687","300876","31.83139","","","",""
"Estonia","EST","2020","","","","","","","","","","","","","","","","","","","","","","","","","16.4981700445145","63.1286019592397","","","","","","","","","","","","","","","","","","","","","","","",""
"Finland","FIN","1964","","","","","","","","","","","","","","","","","","","","","","","","","27.8579213091884","64.2452627213648","","","","","","","","","","","","","","","","","","","","","","","",""
"Gambia, The","GMB","2014","","","","","","","","","","","","","","","","","55.18407","30.2313","14.56867","2.23094010353088","11.7523202896118","8.85134","","","44.6468502135825","52.6823554056685","","","","","","","","","","","","","","","","4525","15.3370199203491","694","","","","93.9005508422852","93.8040313720703","93.9180374145508"
"Guam","GUM","1972","","","","","","","","","","","","","","","","","87.56532","0","","","","","","","37.7122175665339","60.3171703563314","","","","18.93214","21.91429","","","","","","","","","","","560","","224","0","","","","",""
"Guyana","GUY","1978","","","","","","","","","","","","","","","","","","","","","","","","","43.3637396526538","52.9688037656225","","","","","","","","","","","","","","","","","","","","","","","",""
"IBRD only","IBD","1989","","","","","","","","","","","","","","","","","","","","","","","","","33.7318784722247","61.1478136845995","76.79377","","78.07333","16.74815","","49.04635","","43.95926","","53.88413","","","9.44565010070801","8.54835987091064","10.3063697814941","13400000","48.94426","6558132","25400000","45.25254","36.4475","","",""
"IDA total","IDA","1966","","","","","","","","","","","","","","","","","","","","","","","","","43.5615975679916","53.2798233805356","","","","","","","","","","","","","","","","","","","","","","","",""
"IDA blend","IDB","1991","","","","","","","","","","","","","","","","","","","","","","","","","44.25751892478","52.3762884412996","","","","17.64418","","32.98171","","27.57999","","38.18861","","","4.46962976455688","2.9455099105835","5.94858980178833","773826.1","42.13411","326044.7","741231.8","42.19153","26.45689","","",""
"Indonesia","IDN","1964","","","","","","","","","","","","","","","","","","","","","","","","","41.8569728148585","54.7640319066828","","","","","","","","","","","","","","","","","","","","","","","",""
"Iceland","ISL","1999","6.80219984054565","4.91829013824463","8.59210014343262","","","","","","","","","","","","","","36.36103","33.85642","18.00828","6.44150018692017","15.5717000961304","21.40274","18.62467","38.02443","23.4321805160687","65.0005398207795","99.75175","99.49111","100","","5.92162","108.079330444336","83.655","111.234962463379","86.01917","105.05248260498","81.38731","3.78079009056091","40.4377288818359","50.9640502929688","30.1933097839355","","","","6439","34.38422","43.3869781494141","","",""
"Israel","ISR","1966","","","","","","","","","","","","","","","","","","","","","","","","","34.8598435462842","59.4259924524526","","","","","","","","","","","","","","","","","","","","","","","",""
"Kiribati","KIR","1997","","","","","","","","","","","","","","","","","","","","","","","","","40.9156097621809","55.6549066556923","","","","","","","","","","","","","","","","","","","","","","","",""
"Kuwait","KWT","1989","","","","","","","","","","","","","","","","","","","","","","","","","35.7098247926081","62.9431611681512","","","","12.55215","","84.6140289306641","","80.9978485107422","","88.21923828125","","","14.5388097763062","17.3166809082031","12.0270900726318","21112","51.7478218078613","10925","863","9.38586","","","",""
"Latin America & Caribbean","LCN","2018","6.8423900604248","6.79301023483276","6.89026021957397","","","","","","","","","","","","","","","","","","","","","","24.5397748161466","67.0168812088067","","","","16.4962","","97.56992","77.50429","99.74361","79.07735","95.47261","75.98675","19.14477","52.718448638916","59.7454109191895","45.8456687927246","3910828","57.58842","2252184","7964629","51.78889","41.84233","83.8811721801758","83.8701705932617","83.896110534668"
"Low income","LIC","1986","","","","","","","","","","","","","","","","","","","","","","","","","45.2310144351693","51.7217738546968","60.22773","58.51768","61.36594","20.63869","","25.88464","","21.0168","","30.68836","","","5.55810022354126","3.65515995025635","7.46897983551025","493261.4","","","756287.8","31.24836","","","",""
"Liechtenstein","LIE","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",""
"Sri Lanka","LKA","1996","","","","","","","","","","","","","","","","","","","12.21365","3.34360003471375","12.6938896179199","","","","28.996970048055","64.9025920429842","","","","","","","","","","","","","","","","","","","","","","","",""
"Late-demographic dividend","LTE","2002","12.9329500198364","13.0016899108887","12.8678503036499","","","90.9161605834961","92.422233581543","","","","","","","","","","","","19.45415","4.09362506866455","14.2852096557617","","","25.30856","24.0050324761071","68.4950562119416","92.67433","92.05127","93.23974","16.76972","","70.70137","70.89586","70.12478","70.31763","71.24871","71.45881","8.23991","21.1657695770264","21.8176403045654","20.5417499542236","10500000","58.52159","6136717","19400000","46.03632","47.07907","","",""
